word,sentiment
despairing,0
despairingly,0
desperate,0
desperation,0
despicable,0
despised,0
despised,0
despite,0
despoiler,0
despondence,0
despondency,0
despondent,0
despondently,0
despot,0
despotic,0
despotism,0
despotism,0
destabilisation,0
destabilisation,0
destitute,0
destitution,0
destroyer,0
destroyer,0
destruction,0
destructive,0
desultory,0
deteriorate,0
deteriorating,0
deteriorating,0
deterioration,0
deterrent,0
detestable,0
detestably,0
detraction,0
detriment,0
detrimental,0
devastated,0
devastating,0
devastatingly,0
devastation,0
deviate,0
deviate,0
deviation,0
devil,0
devilish,0
devilishly,0
devilment,0
devilry,0
devious,0
deviously,0
deviousness,0
devoid,0
diabolic,0
diabolical,0
diabolically,0
diametrically,0
diatribe,0
diatribes,0
dictator,0
dictatorial,0
difficult,0
difficulties,0
difficulties,0
difficulty,0
difficulty,0
diffidence,0
diffidence,0
dig,0
dilapidated,0
dilemma,0
dilemma,0
dim,0
diminishing,0
din,0
dinky,0
dire,0
direly,0
direness,0
dirt,0
dirty,0
disabled,0
disaccord,0
disadvantage,0
disadvantaged,0
disadvantageous,0
disadvantageous,0
disaffected,0
disagreement,0
disagreement,0
disappointed,0
disappointing,0
disappointment,0
disappointment,0
disapprobation,0
disapproval,0
disapproval,0
disapproving,0
disarray,0
disarray,0
disaster,0
disastrous,0
disastrously,0
disavowal,0
disbelief,0
disbeliever,0
discomfititure,0
discomfort,0
disconcerted,0
disconcerting,0
disconcertingly,0
disconsolate,0
disconsolately,0
disconsolation,0
discontent,0
discontent,0
discontented,0
discontentedly,0
discontinuity,0
discontinuity,0
discord,0
discordance,0
discordant,0
discountenance,0
discouragement,0
discouraging,0
discouragingly,0
discourteous,0
discourteously,0
discrepant,0
discrimination,0
discrimination,0
discriminatory,0
disdain,0
disdainful,0
disdainfully,0
disease,0
diseased,0
disgrace,0
disgraced,0
disgraceful,0
disgracefully,0
disgruntled,0
disgust,0
disgusted,0
disgustedly,0
disgustful,0
disgustfully,0
disgusting,0
disgustingly,0
disheartening,0
dishearteningly,0
dishonest,0
dishonest,0
dishonestly,0
dishonesty,0
dishonor,0
dishonorable,0
dishonorablely,0
disillusion,0
disillusioned,0
disinclination,0
disinclined,0
disingenuous,0
disingenuously,0
disinterested,0
disintegration,0
disinterest,0
disinterested,0
dislocated,0
disloyal,0
disloyal,0
disloyalty,0
dismal,0
dismally,0
dismalness,0
dismay,0
dismayed,0
dismaying,0
dismayingly,0
dismissive,0
dismissive,0
dismissively,0
disobedience,0
disobedient,0
disorder,0
disordered,0
disorderly,0
disorganized,0
disoriented,0
disparaging,0
disparagingly,0
dispensable,0
dispirited,0
dispiritedly,0
displaced,0
displeasing,0
displeasure,0
displeasure,0
disproportionate,0
disputable,0
dispute,0
disputed,0
disquieting,0
disquietingly,0
disquietude,0
disregard,0
disregard,0
disregardful,0
disreputable,0
disrepute,0
disrespectable,0
disrespectablity,0
disrespectful,0
disrespectfully,0
disrespectfulness,0
disrespecting,0
disrespecting,0
disruption,0
disruption,0
disruptive,0
dissatisfaction,0
dissatisfaction,0
dissatisfactory,0
dissatisfied,0
dissembler,0
dissension,0
dissent,0
dissent,0
dissenter,0
dissention,0
disservice,0
disservice,0
dissidence,0
dissident,0
dissident,0
dissidents,0
dissidents,0
dissocial,0
dissolute,0
dissolution,0
dissonance,0
dissonant,0
dissonantly,0
dissuasive,0
distaste,0
distasteful,0
distastefully,0
distortion,0
distortion,0
distracting,0
distraction,0
distraction,0
distraught,0
distraughtly,0
distraughtness,0
distressed,0
distressing,0
distressingly,0
distrustful,0
distrusting,0
disturbed,0
disturbed-let,0
disturbed-let,0
disturbing,0
disturbingly,0
disunity,0
disvalue,0
divergent,0
divided,0
division,0
divisive,0
divisively,0
divisiveness,0
divorce,0
divorced,0
dizzy,0
dizzing,0
dizzingly,0
doddering,0
dodgey,0
dogged,0
doggedly,0
dogmatic,0
doldrums,0
dominance,0
dominance,0
domination,0
domination,0
domineering,0
domineering,0
doomsday,0
doomsday,0
dope,0
doubt,0
doubtful,0
doubtfully,0
doubts,0
doubts,0
down,0
downbeat,0
downcast,0
downer,0
downfall,0
downfallen,0
downhearted,0
downheartedly,0
downside,0
drab,0
draconian,0
draconic,0
dragon,0
dragons,0
dragons,0
drain,0
drain,0
drama,0
drama,0
drastic,0
drastically,0
dread,0
dreadful,0
dreadfully,0
dreadfulness,0
dreary,0
drones,0
drones,0
drought,0
drought,0
drowning,0
drunk,0
drunkard,0
drunken,0
dubious,0
dubiously,0
dubitable,0
dud,0
dull,0
dullard,0
dumb,0
dumb,0
dumbfounded,0
dummy,0
dump,0
dunce,0
dungeon,0
dungeons,0
dungeons,0
dusty,0
dwindling,0
dying,0
earsplitting,0
eccentric,0
eccentricity,0
edgy,0
effigy,0
effrontery,0
ego,0
ego,0
egocentric,0
egomania,0
egotism,0
egotistical,0
egotistically,0
egregious,0
egregiously,0
election-rigger,0
election-rigger,0
elimination,0
emaciated,0
embarrassing,0
embarrassingly,0
embarrassment,0
embattled,0
embroiled,0
embroilment,0
emotional,0
empathy,0
emphatic,0
emphatically,0
emptiness,0
emptiness,0
empty,0
encroachment,0
endless,0
enemies,0
enemies,0
enemy,0
enmity,0
enormities,0
enormity,0
enormous,0
enormously,0
enraged,0
entanglement,0
entrapment,0
envious,0
enviously,0
enviousness,0
envy,0
epidemic,0
equivocal,0
erosion,0
errant,0
erratic,0
erratically,0
erroneous,0
erroneously,0
error,0
error,0
escapade,0
esoteric,0
estranged,0
eternal,0
evasion,0
evasive,0
evil,0
evil,0
evildoer,0
evils,0
evils,0
exacting,0
exaggeration,0
exaggeration,0
exasperation,0
exasperating,0
excessive,0
excessively,0
exclusion,0
excruciating,0
excruciatingly,0
excuse,0
excuse,0
excuses,0
excuses,0
exhaustion,0
exorbitant,0
exorbitantance,0
exorbitantly,0
expedient,0
expediencies,0
expediencies,0
expensive,0
expensive,0
exploitation,0
exploitation,0
exposed,0
explosive,0
expropriate,0
expropriate,0
expropriation,0
expropriation,0
extermination,0
extortion,0
extraneous,0
extravagance,0
extravagant,0
extravagantly,0
extreme,0
extreme,0
extremely,0
extremism,0
extremism,0
extremist,0
extremists,0
extremists,0
fabrication,0
facetious,0
facetiously,0
fading,0
failing,0
failure,0
failure,0
failures,0
failures,0
faint,0
fainthearted,0
faithless,0
fake,0
fallacies,0
fallacies,0
fallacious,0
fallaciously,0
fallaciousness,0
fallacy,0
fallout,0
FALSE,0
FALSE,0
falsehood,0
falsely,0
famine,0
famished,0
fanatic,0
fanatical,0
fanatically,0
fanaticism,0
fanatics,0
fanciful,0
far-fetched,0
farfetched,0
farce,0
farcical,0
farcical-yet-provocative,0
farcically,0
fascism,0
fascism,0
fascist,0
fastidious,0
fastidiously,0
fastuous,0
fat,0
fatal,0
fatalistic,0
fatalistically,0
fatally,0
fateful,0
fatefully,0
fathomless,0
fatigue,0
fatty,0
fatuity,0
fatuous,0
fatuously,0
faulty,0
fawningly,0
fear,0
fearful,0
fearfully,0
fears,0
fears,0
fearsome,0
feckless,0
feeble,0
feeblely,0
feebleminded,0
feint,0
fell,0
felon,0
felonious,0
ferocious,0
ferociously,0
ferocity,0
feverish,0
fetid,0
fever,0
fiasco,0
fiat,0
fiat,0
fib,0
fibber,0
fickle,0
fiction,0
fiction,0
fictional,0
fictitious,0
fidgety,0
fiend,0
fiendish,0
fierce,0
fight,0
fight,0
figurehead,0
figurehead,0
filth,0
filthy,0
fissures,0
fissures,0
fist,0
flabbergasted,0
flagging,0
flagrant,0
flagrantly,0
flak,0
flak,0
flake,0
flakey,0
flaky,0
flash,0
flash,0
flat-out,0
flaw,0
flaw,0
flaws,0
flawed,0
flawed,0
fleeting,0
flighty,0
flimflam,0
flimsy,0
floundering,0
foe,0
foolhardy,0
foolishly,0
foolishness,0
forbid,0
forbidden,0
forbidding,0
forbidding,0
forceful,0
foreboding,0
forebodingly,0
forged,0
forgetful,0
forgetfully,0
forgetfulness,0
forlorn,0
forlornly,0
formidable,0
forsaken,0
foul,0
foul,0
foully,0
foulness,0
fractious,0
fractiously,0
fracture,0
fragile,0
fragile,0
fragmented,0
frail,0
frantic,0
frantically,0
franticly,0
fraud,0
fraud,0
fraudulent,0
fraught,0
fraught,0
freak,0
freakish,0
freakish,0
freakishly,0
frazzle,0
frazzled,0
frenetic,0
frenetically,0
frenzied,0
frenzy,0
fretful,0
friction,0
friction,0
frictions,0
frictions,0
friggin,0
fright,0
frightening,0
frighteningly,0
frighteningly,0
frightful,0
frightfully,0
frigid,0
frivolous,0
frown,0
frown,0
frozen,0
fruitless,0
fruitlessly,0
frustrated,0
frustrating,0
frustrating,0
frustratingly,0
frustration,0
fudge,0
fudge,0
fugitive,0
full-blown,0
fundamentalism,0
fundamentalism,0
furious,0
furiously,0
furor,0
fury,0
fuss,0
fuss,0
fussy,0
fusty,0
futile,0
futilely,0
futility,0
fuzzy,0
gaff,0
gaffe,0
gainsayer,0
gaga,0
galling,0
gallingly,0
gamble,0
game,0
garbage,0
garbage,0
garish,0
gasp,0
gasp,0
gauche,0
gaudy,0
gawky,0
genocide,0
genocide,0
get-rich,0
get-rich,0
ghastly,0
ghetto,0
gibberish,0
glare,0
glaring,0
glaringly,0
glib,0
glibly,0
glitch,0
gloatingly,0
gloom,0
gloomy,0
glum,0
glut,0
gnawing,0
goading,0
god-awful,0
goddam,0
goddamn,0
goof,0
gossip,0
gossip,0
graceless,0
gracelessly,0
graft,0
grandiose,0
grating,0
gratuitous,0
gratuitous,0
grave,0
gravely,0
greed,0
greedy,0
grief,0
grievance,0
grievances,0
grievances,0
grieving,0
grievous,0
grievously,0
grim,0
grind,0
grind,0
gripe,0
grisly,0
gritty,0
gross,0
grossly,0
grotesque,0
grouch,0
grouchy,0
groundless,0
grudges,0
grudges,0
grudging,0
gruesome,0
gruesomely,0
gruff,0
guile,0
guilt,0
guilty,0
guiltily,0
gullible,0
haggard,0
halfhearted,0
halfheartedly,0
hallucination,0
hamstring,0
hamstrung,0
handicapped,0
hapless,0
haphazard,0
harangue,0
harassment,0
harassment,0
harboring,0
harboring,0
harbors,0
harbors,0
hard,0
hard-hit,0
hard-line,0
hard-liner,0
hardball,0
hardball,0
hardened,0
hardheaded,0
hardhearted,0
hardliner,0
hardliners,0
hardliners,0
hardly,0
hardship,0
hardships,0
hardships,0
harm,0
harm,0
harmful,0
harms,0
harms,0
harpy,0
harridan,0
harried,0
harsh,0
hassle,0
haste,0
haste,0
hasty,0
hasty,0
hater,0
hateful,0
hatefully,0
hatefulness,0
haughtily,0
haughty,0
hatred,0
haunting,0
havoc,0
hawkish,0
hawkish,0
hazard,0
hazardous,0
hazy,0
headache,0
headaches,0
headaches,0
heartbreak,0
heartbreaker,0
heartbreaking,0
heartbreakingly,0
heartless,0
heartrending,0
heathen,0
heathen,0
heavily,0
heavy-handed,0
heavyhearted,0
heck,0
heck,0
hectic,0
hedonistic,0
heedless,0
hegemonism,0
hegemonism,0
hegemonistic,0
hegemony,0
hegemony,0
hegemony,0
heinous,0
hell,0
hell-bent,0
helpless,0
helplessly,0
helplessness,0
heresy,0
heretic,0
heretical,0
hesitant,0
hideous,0
hideously,0
hideousness,0
hindrance,0
hole,0
hollow,0
hopeless,0
hopelessly,0
hopelessness,0
horde,0
horrendous,0
horrendously,0
horrible,0
horribly,0
horrid,0
horrific,0
horrifically,0
horrify,0
horrifying,0
horrifyingly,0
horror,0
horrors,0
hostage,0
hostile,0
hostile,0
hostilities,0
hostilities,0
hostility,0
hostility,0
hothead,0
hotheaded,0
hotbeds,0
hotbeds,0
hothouse,0
hothouse,0
hubris,0
huckster,0
humbling,0
humiliating,0
humiliation,0
hungry,0
hurt,0
hurtful,0
hustler,0
hypocrisy,0
hypocrite,0
hypocrites,0
hypocritical,0
hypocritically,0
hysteria,0
hysteric,0
hysterical,0
hysterically,0
hysterics,0
icy,0
idiocies,0
idiocy,0
idiot,0
idiotic,0
idiotically,0
idiots,0
idle,0
ignoble,0
ignominious,0
ignominiously,0
ignominy,0
ignorance,0
ignorance,0
ignorant,0
ignorant,0
ill,0
ill,0
ill-advised,0
ill-conceived,0
ill-fated,0
ill-favored,0
ill-mannered,0
ill-natured,0
ill-sorted,0
ill-tempered,0
ill-treated,0
ill-treatment,0
ill-treatment,0
ill-usage,0
ill-used,0
illegal,0
illegally,0
illegitimate,0
illicit,0
illiquid,0
illiterate,0
illness,0
illogic,0
illogical,0
illogically,0
illusion,0
illusion,0
illusions,0
illusions,0
illusory,0
imaginary,0
imbalance,0
imbalance,0
imbecile,0
imbroglio,0
immaterial,0
immature,0
imminence,0
imminent,0
imminently,0
immobilized,0
immoderate,0
immoderately,0
immodest,0
immoral,0
immorality,0
immorally,0
immovable,0
impaired,0
impasse,0
impatience,0
impatient,0
impatiently,0
impedance,0
impediment,0
impending,0
impending,0
impenitent,0
imperfect,0
imperfectly,0
imperialist,0
imperious,0
imperiously,0
impermissible,0
impersonal,0
impertinent,0
impetuous,0
impetuously,0
impiety,0
impious,0
implacable,0
implausible,0
implausibly,0
implication,0
implication,0
impolite,0
impolitely,0
impolitic,0
importunate,0
imposers,0
imposers,0
imposing,0
imposing,0
imposition,0
imposition,0
impossible,0
impossiblity,0
impossibly,0
impotent,0
impotent,0
impoverished,0
impractical,0
impractical,0
imprecise,0
imprecisely,0
imprecision,0
improbability,0
improbable,0
improbably,0
improper,0
improperly,0
impropriety,0
imprudence,0
imprudent,0
impudence,0
impudent,0
impudently,0
impulsive,0
impulsively,0
impunity,0
impunity,0
impure,0
impurity,0
inability,0
inability,0
inaccessible,0
inaccuracy,0
inaccuracies,0
inaccurate,0
inaccurately,0
inaction,0
inactive,0
inadequacy,0
inadequate,0
inadequately,0
inadverent,0
inadverently,0
inadvisable,0
inadvisably,0
inane,0
inanely,0
inappropriate,0
inappropriately,0
inapt,0
inaptitude,0
inarticulate,0
inattentive,0
incapable,0
incapably,0
incautious,0
incendiary,0
incessant,0
incessantly,0
incitement,0
incitement,0
incivility,0
inclement,0
incognizant,0
incoherence,0
incoherent,0
incoherently,0
incommensurate,0
incomparable,0
incomparably,0
incompatibility,0
incompatible,0
incompatible,0
incompetence,0
incompetent,0
incompetently,0
incomplete,0
incompliant,0
incomprehensible,0
incomprehension,0
inconceivable,0
inconceivably,0
inconclusive,0
incongruous,0
incongruously,0
inconsequent,0
inconsequently,0
inconsequential,0
inconsequentially,0
inconsiderate,0
inconsiderately,0
inconsistence,0
inconsistencies,0
inconsistencies,0
inconsistency,0
inconsistent,0
inconsolable,0
inconsolably,0
inconstant,0
inconvenience,0
inconvenience,0
inconvenient,0
inconveniently,0
incorrect,0
incorrectly,0
incorrigible,0
incorrigibly,0
incredulous,0
incredulously,0
indecency,0
indecent,0
indecently,0
indecision,0
indecisive,0
indecisively,0
indecorum,0
indefensible,0
indefensible,0
indefinite,0
indefinitely,0
indelicate,0
indeterminable,0
indeterminably,0
indeterminate,0
indifference,0
indifferent,0
indigent,0
indignant,0
indignantly,0
indignation,0
indignity,0
indignity,0
indiscernible,0
indiscreet,0
indiscreet,0
indiscreetly,0
indiscriminate,0
indiscriminating,0
indiscriminately,0
indisposed,0
indistinct,0
indistinctive,0
indoctrination,0
indoctrination,0
indolent,0
ineffective,0
ineffectively,0
ineffectiveness,0
ineffectual,0
ineffectually,0
ineffectualness,0
inefficacious,0
inefficacious,0
inefficacy,0
inefficiency,0
inefficient,0
inefficiently,0
ineligible,0
inelegance,0
inelegant,0
ineloquent,0
ineloquently,0
inept,0
ineptitude,0
ineptly,0
inequalities,0
inequalities,0
inequality,0
inequality,0
inequitable,0
inequitably,0
inequities,0
inequities,0
inertia,0
inertia,0
inescapable,0
inescapably,0
inessential,0
inevitable,0
inevitable,0
inevitably,0
inexact,0
inexcusable,0
inexcusably,0
inexorable,0
inexorably,0
inexperience,0
inexperienced,0
inexpert,0
inexpertly,0
inexpiable,0
inexplainable,0
inexplicable,0
inextricable,0
inextricably,0
infamous,0
infamously,0
infamy,0
infected,0
inferior,0
inferiority,0
infernal,0
infested,0
infidel,0
infidels,0
infiltrator,0
infiltrators,0
infiltrators,0
infirm,0
inflammatory,0
inflated,0
inflationary,0
inflexible,0
infraction,0
infringement,0
infringements,0
infringements,0
infuriated,0
infuriating,0
infuriatingly,0
inglorious,0
ingrate,0
ingratitude,0
inhibition,0
inhospitable,0
inhospitality,0
inhuman,0
inhumane,0
inhumanity,0
inimical,0
inimically,0
iniquitous,0
iniquity,0
injudicious,0
injurious,0
injury,0
injustice,0
injustice,0
injustices,0
injustices,0
innuendo,0
innuendo,0
inopportune,0
inordinate,0
inordinately,0
insane,0
insanely,0
insanity,0
insatiable,0
insecure,0
insecurity,0
insecurity,0
insensible,0
insensitive,0
insensitively,0
insensitivity,0
insensitivity,0
insidious,0
insidiously,0
insignificance,0
insignificant,0
insignificantly,0
insincere,0
insincerely,0
insincerity,0
insinuating,0
insinuation,0
insinuation,0
insociable,0
isolation,0
insolence,0
insolence,0
insolent,0
insolently,0
insolvent,0
insouciance,0
instability,0
instable,0
instigator,0
instigators,0
insubordinate,0
insubstantial,0
insubstantially,0
insufferable,0
insufferably,0
insufficiency,0
insufficient,0
insufficiently,0
insular,0
insult,0
insulted,0
insulting,0
insulting,0
insultingly,0
insupportable,0
insupportably,0
insurmountable,0
insurmountably,0
insurrection,0
insurrection,0
interference,0
interference,0
intermittent,0
interruption,0
intimidating,0
intimidatingly,0
intimidation,0
intimidation,0
intolerable,0
intolerablely,0
intolerance,0
intolerance,0
intolerant,0
intractable,0
intransigence,0
intransigence,0
intransigent,0
intrusion,0
intrusive,0
inundated,0
invader,0
invader,0
invalid,0
invalidity,0
invasive,0
invective,0
invidious,0
invidiously,0
invidiousness,0
involuntarily,0
involuntary,0
irate,0
irately,0
ire,0
irksome,0
ironic,0
ironies,0
ironies,0
irony,0
irrational,0
irrationality,0
irrationally,0
irreconcilable,0
irredeemable,0
irredeemably,0
irreformable,0
irregular,0
irregularity,0
irrelevance,0
irrelevant,0
irreparable,0
irreplacible,0
irrepressible,0
irresolute,0
irresolvable,0
irresponsible,0
irresponsibly,0
irretrievable,0
irreverence,0
irreverent,0
irreverently,0
irreversible,0
irreversible,0
irritable,0
irritably,0
irritant,0
irritated,0
irritating,0
irritation,0
irritation,0
isolated,0
isolation,0
jaded,0
